1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0; 1.0, 0.0; 0.0, 0.0; 0.0, 0.0
0.10214242017363082, 0.0, 0.0, 7.575551691927204E-7, 0.0, 0.0, 0.0, 8.133500208285903E-8, 0.0, 0.0, 0.0, 0.0, 1.0396416919722537E-6, 0.0, 0.0, 0.0, 0.0, 3.07347777939854E-10, 0.0, 0.0, 0.0, 0.0, 1.0419507975624211E-9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.603105700400839E-12; 0.10214242017363082, 0.6804032120766449; 0.0, 0.0; 0.0, 0.0
0.09442050147521644, 7.843865720202729E-11, 0.0, 2.804758614833562E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1165092573092058E-6, 0.0, 0.0, 0.0, 4.5352246970901274E-11, 1.998069637590399E-11, 0.0, 0.0, 0.0, 0.0, 2.0318364850482944E-9, 0.0, 0.0, 1.0881738045379956E-7, 4.015822053124051E-7, 0.0, 0.0, 7.300642078395214E-12; 0.09442050147521644, 0.6927219731983982; 0.0, 0.0; 0.0, 0.0
0.0861341521431809, 0.0, 0.0, 1.4300527897667582E-7, 0.0, 0.0, 1.9018178178039277E-12, 0.0, 3.799132789572365E-8, 0.0, 0.0, 0.0, 1.0822026122241037E-6, 9.885230824358703E-8, 2.417311724004213E-6, 2.2591874938549485E-8, 0.0, 2.7611452734697515E-10, 0.0, 0.0, 0.0, 0.0, 5.173136192911303E-10, 0.0, 0.0, 4.5762531696067724E-8, 2.784483548596998E-7, 8.74045475957057E-8, 1.7375533744228862E-8, 3.984741480202533E-12; 0.0861341521431809, 0.7065149162336063; 0.0, 0.0; 0.0, 0.0
0.07901311800341114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0333750520714757E-8, 0.0, 0.0, 0.0, 0.0, 1.4340668565975837E-6, 0.0, 0.0, 0.0, 0.0, 4.722798085214048E-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.660675762335355E-8, 0.0, 0.0, 1.7250447466777753E-12; 0.07901311800341114, 0.7189076791223422; 0.0, 0.0; 0.0, 0.0
0.07244159206658475, 3.9219328601013647E-11, 0.0, 0.0, 0.0, 0.0, 5.609695378775959E-12, 0.0, 1.134271703814856E-7, 0.0, 9.252090208248574E-9, 0.0, 1.9687211065500734E-6, 0.0, 0.0, 6.710923975455978E-8, 3.629022097622219E-11, 2.96664558287509E-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3977992410426778E-7, 1.4205923071964606E-6, 5.978888791641213E-7, 2.020367199553935E-7, 5.151913120876976E-8, 1.9884001244258433E-12; 0.07244159206658475, 0.730851469907623; 0.0, 0.0; 0.0, 0.0
0.06644429399807736, 7.195297339792966E-11, 0.0, 3.2643773576417595E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3130225520621434E-8, 0.0, 0.0, 0.0, 0.0, 0.0, 6.349735745901238E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 2.551241100480101E-9, 0.0, 6.988996205213389E-8, 4.0674045963539115E-7, 0.0, 1.0101835997769676E-7, 0.0, 0.0; 0.06644429399807736, 0.7422331384266686; 0.0, 0.0; 0.0, 0.0
0.060819764800377644, 0.0, 0.0, 3.787775845963602E-7, 0.0, 0.0, 0.0, 4.0667501041429513E-8, 0.0, 0.0, 0.0, 0.0, 1.76298915027851E-6, 0.0, 0.0, 0.0, 0.0, 1.5997986535954894E-10, 0.0, 0.0, 0.0, 0.0, 5.209753987812106E-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.293572184753293E-12; 0.060819764800377644, 0.7533839586888269; 0.0, 0.0; 0.0, 0.0
0.05551672939389447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2104162335755273E-6, 0.0, 0.0, 0.0, 0.0, 4.07199198202329E-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.660675762335355E-8, 0.0, 0.0, 0.0; 0.05551672939389447, 0.7643804609895044; 0.0, 0.0; 0.0, 0.0
0.05046604185828612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2827713592015212E-6, 0.0, 0.0, 0.0, 0.0, 4.07199198202329E-10, 0.0, 0.0, 0.0, 1.1448984793385387E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0; 0.05046604185828612, 0.7753539030750789; 0.0, 0.0; 0.0, 0.0
0.04596935074685461, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.22752885756742E-6, 0.0, 0.0, 0.0, 0.0, 1.5463825553337643E-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.864270304934142E-7, 0.0, 0.0, 3.486219396765796E-12; 0.04596935074685461, 0.7855960263413204; 0.0, 0.0; 0.0, 0.0
0.04175274573324087, 4.902416075126706E-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4673146460879555E-12, 3.7230363507679644E-10, 0.0, 0.0, 0.0, 0.0, 1.0712950409750427E-10, 0.0, 0.0, 6.780049191241253E-7, 0.0, 3.403453095497763E-9, 0.0, 0.0; 0.04175274573324087, 0.7956653037655804; 0.0, 0.0; 0.0, 0.0
0.037787062572354355, 2.941449645076024E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.626045104124287E-9, 0.0, 1.5307350470971392E-6, 0.0, 0.0, 0.0, 2.0410616986780867E-11, 3.106126916686195E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5790416567901694E-7, 3.066790436635866E-8, 0.0, 6.216562872238608E-12; 0.037787062572354355, 0.8056115924428651; 0.0, 0.0; 0.0, 0.0
0.03409941041316249, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3496960631191705E-6, 0.0, 0.0, 0.0, 0.0, 1.6725020831262036E-10, 0.0, 0.0, 0.0, 2.2897969586770773E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0; 0.03409941041316249, 0.8153401880218905; 0.0, 0.0; 0.0, 0.0
0.030840990570794858, 2.941449645076024E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.626045104124287E-9, 0.0, 1.3934273536993816E-6, 0.0, 0.0, 0.0, 2.0410616986780867E-11, 4.597059152756068E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6469065043230984E-7, 3.066790436635866E-8, 0.0, 4.895194519554582E-12; 0.030840990570794858, 0.8243844477782202; 0.0, 0.0; 0.0, 0.0
0.0277191315844633, 0.0, 0.0, 2.217427144851149E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5903032910299128E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0786416984864068E-10, 0.0, 0.0, 0.0, 1.864270304934142E-7, 0.0, 0.0, 3.486219396765796E-12; 0.0277191315844633, 0.8335099334919868; 0.0, 0.0; 0.0, 0.0
0.024917745750824782, 0.0, 0.0, 5.124392559352016E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1676074121616512E-6, 9.03272893246077E-8, 0.0, 0.0, 0.0, 3.1525801514720765E-10, 0.0, 0.0, 0.0, 2.2897969586770773E-7, 4.0083250206358125E-10, 0.0, 7.513170920604394E-7, 2.4706350298196336E-6, 0.0, 0.0, 0.0, 3.443910460840855E-13; 0.024917745750824782, 0.8421479347877806; 0.0, 0.0; 0.0, 0.0
0.02227718931266863, 2.451208037563353E-12, 0.0, 4.393922893420906E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.283357950924472E-8, 0.0, 0.0, 0.0, 2.1137572309688605E-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3900245956206267E-7, 0.0, 0.0, 0.0, 0.0; 0.02227718931266863, 0.850744788918112; 0.0, 0.0; 0.0, 0.0
0.019902036589091843, 0.0, 0.0, 1.365303538798724E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1936047041419206E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2437510211612974E-9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.889430263529124E-12; 0.019902036589091843, 0.8589261603778886; 0.0, 0.0; 0.0, 0.0
0.017596715185469847, 4.902416075126706E-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.743111493010809E-7, 0.0, 0.0, 0.0, 3.4673146460879555E-12, 3.1670221506727697E-10, 0.0, 0.0, 0.0, 1.1448984793385387E-7, 0.0, 0.0, 0.0, 6.780049191241253E-7, 0.0, 3.403453095497763E-9, 0.0, 0.0; 0.017596715185469847, 0.8673477282490565; 0.0, 0.0; 0.0, 0.0
0.015541498749260012, 2.941449645076024E-11, 0.0, 2.217427144851149E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.626045104124287E-9, 0.0, 1.3720229429924435E-6, 0.0, 0.0, 0.0, 2.0410616986780867E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0786416984864068E-10, 0.0, 0.0, 8.415688434038925E-8, 2.413872716206331E-7, 5.050917998884838E-8, 0.0, 5.067390042596624E-12; 0.015541498749260012, 0.8753350270479067; 0.0, 0.0; 0.0, 0.0
0.013826987581344305, 0.0, 0.0, 1.5849264857762406E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3156879042343974E-6, 0.0, 0.0, 0.0, 0.0, 2.981864472139746E-11, 0.0, 0.0, 0.0, 1.1359047530265996E-6, 1.095425957681246E-9, 0.0, 9.173057519342575E-8, 2.8507339517465044E-7, 0.0, 0.0, 0.0, 8.434826913977428E-13; 0.013826987581344305, 0.8824130775385881; 0.0, 0.0; 0.0, 0.0
0.01205238323039919, 2.941449645076024E-11, 0.0, 2.217427144851149E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.626045104124287E-9, 0.0, 1.558563929879246E-6, 0.0, 0.0, 0.0, 2.0410616986780867E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0101342765288868E-10, 0.0, 0.0, 8.415688434038925E-8, 2.413872716206331E-7, 5.050917998884838E-8, 0.0, 5.067390042596624E-12; 0.01205238323039919, 0.8902172871025974; 0.0, 0.0; 0.0, 0.0
0.010363508848287462, 2.451208037563353E-12, 0.0, 1.109083910831123E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.969565727116354E-7, 0.0, 0.0, 0.0, 1.7336573230439777E-12, 7.220999600346612E-13, 0.0, 0.0, 0.0, 0.0, 1.0433347701295068E-9, 0.0, 0.0, 0.0, 0.0, 1.698742712347899E-9, 0.0, 8.717234740487082E-12; 0.010363508848287462, 0.8981992417678781; 0.0, 0.0; 0.0, 0.0
0.009011841095100934, 1.9609664300506823E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.333055610866158E-6, 0.0, 0.0, 0.0, 1.8145110488111096E-11, 2.1852645158443735E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.988996205213389E-8, 4.3419819073903435E-7, 7.754556729423067E-8, 1.0101835997769676E-7, 0.0, 2.0339298195652064E-12; 0.009011841095100934, 0.9050698785478608; 0.0, 0.0; 0.0, 0.0
0.007752312998396738, 0.0, 0.0, 2.9776806588478417E-6, 0.0, 0.0, 9.509089089019639E-13, 0.0, 1.8995663947861826E-8, 0.0, 0.0, 0.0, 5.247205539329362E-7, 0.0, 0.0, 1.1295937469274742E-8, 2.137925951879637E-12, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7753366551608467E-9, 0.0, 0.0, 0.0, 1.392241774298499E-7, 4.370227379785285E-8, 8.687766872114431E-9, 1.5199085218507596E-11; 0.007752312998396738, 0.9119538854885374; 0.0, 0.0; 0.0, 0.0
0.006588760491127115, 5.882899290152048E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.252090208248574E-9, 0.0, 1.2109724107736812E-6, 0.0, 0.0, 0.0, 4.0821233973561733E-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.683137686807785E-7, 1.0992048225443776E-7, 1.0101835997769676E-7, 0.0, 3.162341291661658E-12; 0.006588760491127115, 0.918829296098036; 0.0, 0.0; 0.0, 0.0
0.0055690190356889446, 0.0, 0.0, 5.032666326655738E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4416640018495347E-7, 4.9505642088805844E-8, 0.0, 0.0, 0.0, 8.095282547388886E-11, 0.0, 0.0, 0.0, 2.271809506053199E-6, 4.389882899638395E-9, 0.0, 1.834611503868515E-7, 5.701467903493009E-7, 0.0, 0.0, 0.0, 2.019105499659065E-12; 0.0055690190356889446, 0.9253766361801606; 0.0, 0.0; 0.0, 0.0
0.004693376025175969, 5.882899290152048E-11, 0.0, 4.464869884990427E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.252090208248574E-9, 0.0, 1.0013095917499297E-6, 0.0, 0.0, 0.0, 4.0821233973561733E-11, 1.490932236069873E-11, 0.0, 0.0, 0.0, 2.839761882566499E-7, 4.659552424878416E-10, 0.0, 2.2932643798356438E-8, 2.395821174744411E-7, 6.331372463108421E-8, 1.0101835997769676E-7, 0.0, 4.334258032708003E-13; 0.004693376025175969, 0.9314924312473186; 0.0, 0.0; 0.0, 0.0
0.00379134954296545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8970000888592557E-6, 0.0, 0.0, 0.0, 0.0, 2.2545224425960824E-10, 0.0, 0.0, 0.0, 5.724492396692693E-8, 0.0, 0.0, 3.4944981026066946E-8, 2.3082796092133877E-7, 7.754556729423067E-8, 1.0101835997769676E-7, 0.0, 2.0339298195652064E-12; 0.00379134954296545, 0.9384267859572148; 0.0, 0.0; 0.0, 0.0
0.003097894208464744, 0.0, 0.0, 4.308965873850163E-6, 0.0, 0.0, 1.9018178178039277E-12, 0.0, 3.799132789572365E-8, 0.0, 0.0, 0.0, 0.0, 5.943777694790031E-8, 0.0, 2.2591874938549485E-8, 4.275851903759274E-12, 6.237868642890365E-11, 0.0, 0.0, 0.0, 3.5491852859494732E-6, 4.050855902450717E-9, 0.0, 0.0, 0.0, 2.784483548596998E-7, 8.74045475957057E-8, 1.7375533744228862E-8, 7.150292218554534E-12; 0.003097894208464744, 0.9443437940980346; 0.0, 0.0; 0.0, 0.0
0.0024597762182994344, 5.882899290152048E-11, 0.0, 1.7238699204397489E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.252090208248574E-9, 0.0, 6.752116587489592E-7, 2.4752821044402922E-8, 0.0, 0.0, 4.0821233973561733E-11, 2.5567090376245702E-11, 0.0, 0.0, 0.0, 5.679523765132998E-7, 1.6472284709785746E-9, 0.0, 4.5865287596712877E-8, 3.108504662681037E-7, 1.0992048225443776E-7, 1.0101835997769676E-7, 0.0, 3.750152695792319E-12; 0.0024597762182994344, 0.9504049495166728; 0.0, 0.0; 0.0, 0.0
0.0018806470484173594, 0.0, 0.0, 2.2788522302008112E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.549372356181195E-8, 0.0, 0.0, 0.0, 0.0, 5.044781111697567E-11, 0.0, 0.0, 0.0, 0.0, 2.316068691518459E-9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0; 0.0018806470484173594, 0.9566342817973277; 0.0, 0.0; 0.0, 0.0
0.0014218188744727286, 0.0, 0.0, 2.4495151725506514E-6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.283357950924472E-8, 0.0, 0.0, 0.0, 2.5223905558487835E-11, 0.0, 0.0, 0.0, 3.663675133883327E-6, 2.231435655612916E-9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0; 0.0014218188744727286, 0.9622948646049186; 0.0, 0.0; 0.0, 0.0
0.0010296442726520998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.6520460161022617E-7, 5.283357950924472E-8, 0.0, 0.0, 0.0, 2.5223905558487835E-11, 0.0, 0.0, 0.0, 1.0073487782112238E-5, 2.401019135507051E-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0; 0.0010296442726520998, 0.9679151638031591; 0.0, 0.0; 0.0, 0.0
7.022776139515522E-4, 4.902416075126707E-11, 0.0, 4.464869884990427E-7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.252090208248574E-9, 0.0, 5.673840871219638E-7, 2.641678975462236E-8, 0.0, 0.0, 3.174867872950619E-11, 1.659495256072078E-11, 0.0, 0.0, 0.0, 5.320720079312769E-6, 5.860061992631942E-10, 0.0, 0.0, 2.2483022104923907E-8, 2.4540940983968875E-8, 5.050917998884838E-8, 0.0, 0.0; 7.022776139515522E-4, 0.973501459846077; 0.0, 0.0; 0.0, 0.0
4.4157329093502326E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 9.509089089019639E-13, 0.0, 1.8995663947861826E-8, 0.0, 0.0, 0.0, 1.906789987665152E-6, 2.05246918493807E-7, 0.0, 1.1295937469274742E-8, 2.137925951879637E-12, 2.2140720367647806E-10, 0.0, 0.0, 0.0, 2.123934646029599E-5, 0.0, 0.0, 1.362854260016611E-6, 3.2414438829170916E-6, 1.392241774298499E-7, 4.370227379785285E-8, 8.687766872114431E-9, 4.445648743668681E-12; 4.4157329093502326E-4, 0.9789950076083163; 0.0, 0.0; 0.0, 0.0
2.4342960892802202E-4, 9.804832150253412E-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.613291313417148E-7, 1.664666480120909E-8, 0.0, 0.0, 9.072555244055548E-12, 0.0, 0.0, 0.0, 0.0, 9.157568998641407E-6, 2.1425900819500854E-10, 0.0, 0.0, 0.0, 3.877278364711534E-8, 5.050917998884838E-8, 0.0, 1.4739588729530835E-13; 2.4342960892802202E-4, 0.9844007944738912; 0.0, 0.0; 0.0, 0.0
1.2088246616467381E-4, 0.0, 0.0, 2.306872929623675E-6, 0.0, 0.0, 1.1027874608280269E-11, 0.0, 2.2576071415160048E-7, 0.0, 0.0, 0.0, 1.1648996890283873E-6, 0.0, 2.592820549899241E-6, 1.3288570938694225E-7, 2.8801278540530575E-11, 0.0, 0.0, 0.0, 0.0, 1.864289676873959E-5, 4.387191663416604E-9, 0.0, 0.0, 0.0, 5.913657276574581E-7, 3.496181903828228E-7, 1.0182332236970585E-7, 1.500466906590961E-11; 1.2088246616467381E-4, 0.9890134033480982; 0.0, 0.0; 0.0, 0.0
4.200485684906826E-5, 0.0, 0.0, 4.020245766417122E-6, 0.0, 0.0, 6.464846213042098E-12, 0.0, 1.3187602102366206E-7, 0.0, 0.0, 0.0, 4.2115892695090816E-7, 0.0, 1.2964102749496205E-6, 7.773879216274586E-8, 6.333256728754491E-12, 0.0, 0.0, 0.0, 0.0, 9.321448384369796E-6, 4.915000401944828E-9, 0.0, 0.0, 0.0, 3.1421340544826246E-7, 1.9325677899484007E-7, 5.9599428056967354E-8, 2.016772473016409E-11; 4.200485684906826E-5, 0.9935237848074263; 0.0, 0.0; 0.0, 0.0
0.0, 0.2581931837215174, 1.0, 1.0, 1.0, 0.8859477925431911, 0.669459763610495, 0.33142450591916095, 0.5640231005462095, 0.515901698070855, 0.377724731001253, 0.6685678916574271, 0.0, 1.0, 0.0, 1.0, 0.9585449401348055, 0.5924056973161962, 0.22136152333584164, 1.0, 0.6371584938402562, 0.0, 1.0, 1.0, 1.0, 0.7758994869742754, 0.8163677998691946, 0.25521324703242837, 0.6839411705468794, 0.5814596563326284; 0.0, 6.832494901450814; 0.0, 0.0; 0.0, 0.0
